Reviews,Dates
Very good quality,29 September 2017
First time send damaged productOne time replaced amazon good but again problem not workingI think this product low quality,29 September 2017
,29 September 2017
The product is nice.,29 September 2017
Nice one...Go for it,28 September 2017
Save gas,28 September 2017
good,28 September 2017
"By using 4 months it suddenly stopped working.No after Sales and Services!!!!! Third rated product "" KACHRA product""",28 September 2017
Good product,28 September 2017
I'm using from last 4 months and no issue with it. Good quality product.,27 September 2017
Its worth the price. Quality is good. Looks are just downside. However Im satisfied with the product.,27 September 2017
In our prestige induction only 1100 watt is available.... We want 1200 watt...,27 September 2017
Very nice product,27 September 2017
"Totally disappointed with the the quality of the product and after sales service.Product stopped working in mere 4 months. To make things worst , even service centre guys could not sort out the problem.",27 September 2017
Nice Product 😊,27 September 2017
It's excellent,27 September 2017
Nice product with less price tag,27 September 2017
Good quality,27 September 2017
good,27 September 2017
Its nice and convinient to use. Temp is all preset for every need. Great performance. Ordered for my maid. She liked it.,27 September 2017
good,27 September 2017
The product was defective. It didn't even showed any sign of being in working stage when plugged in.,26 September 2017
I ordered this in mid July 2017. I did not have a chance to try it since I was on vacation till last month. Now It is not working at all for the last one month. Not sure how to get it replaced. Much disappointed that it failed to work.,26 September 2017
nice product but heating is very slowly.  service is very good from Amazon's.,26 September 2017
"Great product, been using it for over a mth now. We still have no LPG gas connection so been using this hot plate. Food definitely cooks faster than the conventional gas stove but you gotta be careful when you boiling milk as it easily spills over or you could end up burning most of your food. It's got different options and they all work very well. The dosa/chapatti option is good but I used it only for dosas. For chapattis, I just used the deep fry option which is set all 20 to make quick chapattis. After a couple of cooking time, you will easily get a hang of the product",26 September 2017
its good but making a sound,26 September 2017
GOOD,26 September 2017
Bought this a year back in sale for 1200rs..worth it's money...it still working properly,26 September 2017
The keep warm button stopped working after 1 week.,26 September 2017
at this price it is the best one to go for. Performance is really good. I am using it for nearly 2 months and no complains so far. If you want an induction within 2K then you should go for it.,26 September 2017
Heating power is bad... For 1 litre of water it needs more than 15 minutes to boil when Pigeon cooktop want just 1 min,26 September 2017
Service center is not helpful. Waiting for repair. error after purchase and not repaired yet,25 September 2017
Delivered the used damaged product . Extremly disappointing . Should do the quality check before delivering it,25 September 2017
It's really nice products,25 September 2017
Very Good.,25 September 2017
After using 1 month there is a breakage on the top side. Don’t buy this product,25 September 2017
very gd product,24 September 2017
"bought it an year ago, still working fine, just that buttons some times give you hard time",24 September 2017
"Using this product from last 6 months, excellent product. thanks Amazon and team.",24 September 2017
Very Quick Delivery by Amazon... I got it delivered before the date.. Very nice product at a good price,24 September 2017
Now this produced is working so slowly... What do that I'm?,24 September 2017
Received damaged product.. Quality Check needed before delivery..,24 September 2017
Best product in amazing price...,24 September 2017
All good. But should have been made from more sturdy and strong material.,24 September 2017
nice product. so far working good.,23 September 2017
Nice working,23 September 2017
Awesome deal nice product great indian menu functions.,23 September 2017
"The cooking or heating is very slow,bad purchase and service",22 September 2017
Its ok product,22 September 2017
Very nice,22 September 2017
Hhik hai,22 September 2017
The cooktop works nice. It has many heating options choose as per your requirement. It is pretty quick. Doesn't take much power.Only drawback I found is the plastic black body of he item is developing multiple cracks which has developed in span of 4 months.,22 September 2017
Nice product,22 September 2017
Good,22 September 2017
Bad product,21 September 2017
"Good product, working very nicely. But the cost with which I purchased from Amazon is little higher than the product available in market",21 September 2017
Works perfectly😆,21 September 2017
Good one at very low cost,21 September 2017
Good,20 September 2017
It'$ good product,20 September 2017
I purchase it one month back  and I am happy with this product.. Good quality and easy to handle..,20 September 2017
Excelleny product..value for money..Superior  built on quality..control panel is well guided..buttons are well....seems to be long lasting.. well heating and as well as precise  heating dont allow the heat to waste.....Good one....must go for it....,20 September 2017
heating capacity is slower but product quality is good,20 September 2017
Good product,20 September 2017
Actually this product is meant only for saving electricity not for cooking.i purchased this product just because this one consumed 1200 watt and the rest of them were consuming 1800watt.It takes a hell lot of time to prepare maggi.So my advice to everyone is that dont waste money on this one.,19 September 2017
"Nice one, worth for every penny!",19 September 2017
GOOD PRODUCT,18 September 2017
Good product,18 September 2017
In the beginning it's performance seemed awesome. It heats real fast and seems like very efficient. After a week's regular use now it takes longer to heat. Not very happy.,18 September 2017
Good,18 September 2017
very good,18 September 2017
Good,17 September 2017
Lesser cost,17 September 2017
"Nice one, working good",17 September 2017
Not good,16 September 2017
"At this price the quality is good, and it's very handy",16 September 2017
"I ordered this product on 12th for 1640rs and got it delivered yesterday on 15th. Thanks to amazon for on time delivery. Regarding the product, it is awsm. Looks nice and i got it in intact position  and based on one day use i am giving it 5 stars.",16 September 2017
"Excellent product with low power consumption. Using it for past 1.5 months, happy with the product overall.",16 September 2017
Very noisy...,16 September 2017
Useful of money.....,16 September 2017
Good,15 September 2017
Awesome product,15 September 2017
Nice,15 September 2017
"Not working properly, I want to return.",14 September 2017
Good,14 September 2017
Good product,14 September 2017
Order two time both time broke product received,14 September 2017
"Good product...been using it for 5 months now...no complaints or anything...very light, could have been a little more sturdy",13 September 2017
Working fine.....,13 September 2017
Great,13 September 2017
Superb one ...!!!,13 September 2017
Very good,13 September 2017
Aswm,13 September 2017
Good One -- extremely quick Delivery -- Amazing Service from Amazon -- working great so far - purchased for my MOM and she is very happy so far,12 September 2017
It's worthfull buying. As such not faced any trouble.,12 September 2017
"Bought it for only for 1365😊Want to gift it to a relative, so cant comment on its performance.",11 September 2017
Product package amazing. Good keep continuing,11 September 2017
Not good for rotimaking,11 September 2017
I got product dead but free service done by prestige service centre...,10 September 2017
Good product.,10 September 2017
Good product and a good services.. completely satisfied.,10 September 2017
"Absolutely does the job intended for, good product and I got it at much cheaper rate than the local shops are offering. Thank you Amazon..",10 September 2017
Nice,9 September 2017
Good product,9 September 2017
i am use in 6 month good for home,9 September 2017
"It's been just 2 and a half month I purchased this product. All of a sudden, it stopped working. I believe there's on year warranty on the product. Please provide me the process of having my product fixed.",9 September 2017
good,9 September 2017
It is an amazing induction cooktop.. whtever u use on top ofit .. itjust heates it up really fast,9 September 2017
"Hi guysI brought this product few months ago and i am very satisfied with this product. If you want a good induction appliance you should buy this one.Description - It has easy and accessable button to use this appliance. Option are give for cooking at different modes for various dishes. It is very light weight , can be cleaned easily, use less power consumption.OVER ALL IT IS A GOOD PRODUCT.",8 September 2017
The reached on time and well packed... super product .... been using for last 12-15 days.. no problem working fine... the sound is not so and decent ... over all a good purchase.,8 September 2017
Ok for this price segment.,7 September 2017
"I have initiated to cook from this item as on 01.09.2017.Tthe item was breakdown after working 02 days. The Display unit displaying E 0 whenever it was switched on. I could not able to contact customer care. Please suggest me through email, what i have to do?.Customer.",7 September 2017
"1200WATT  o.k working nice, so far",7 September 2017
Nice and good,7 September 2017
Poor. Not workING since purchased. No respose from customer service for the repair.Poor show,7 September 2017
"Very good thing, purchased in 1270 rs. Worth the money",6 September 2017
It's awesome product go for it.,5 September 2017
Prestige PIC 20 1200-Watt Induction Cooktop (Black),5 September 2017
The top layer or coating started peeling off.But still works well,5 September 2017
Favours to bachelors,5 September 2017
A very good product easy to operate and very easy to use,5 September 2017
Nyzz product,4 September 2017
Very good product. Got it only in Rs.1400.,4 September 2017
Recieved in Non working condition.,4 September 2017
Best product !!!!!!!!! I HAVE USE LAST 4 MONTH,4 September 2017
Super,3 September 2017
"Chip of this cooker fused,  I bought 4 month ago in may 2017, where I can replace it under warranty.",3 September 2017
ok,3 September 2017
This induction has all the facilities to cook anything n everything.,3 September 2017
Value for money,3 September 2017
Good o.e,2 September 2017
Product is good at cheap price,2 September 2017
nice product....,2 September 2017
its a ok product but has issues with smaller sockets as it started to flicker in a smaller one and when connected to a larger ac plug it worked fine.it has good feature and dosent start unless utensil is on it and cuts off when the utensil is moved.,2 September 2017
It is good but i'm not fully happy. because wate is to light.,1 September 2017
Its working nicely,1 September 2017
Good in production,1 September 2017
Good,1 September 2017
Working awsm.... best product vry helpful...,31 August 2017
BAD,31 August 2017
Nice Product,31 August 2017
In good working condition as of now,30 August 2017
"Timer is not working. Go for better induction cooktop, but not this one",30 August 2017
Its an OK product. The glass cooktop cracked just after a month. Maybe one off defect specific to the piece I bought but doesn't feel good when even unbranded induction cooktops doesn't crack. It works and does the job though.,30 August 2017
Awesome Service By Amazon and Product is also too good as expected,30 August 2017
Ordered on December 2016 and today That is 29 Aug 2017 has stopped working,30 August 2017
"Superb product, two months into usage and not a single disappointment.",30 August 2017
Best product for bachelor,29 August 2017
Very nice product,29 August 2017
It's better than my expectation. It's good for those living outside home.,29 August 2017
There was mention in the offer that it includes one cook top which is not found in the packet delivered to me,29 August 2017
Satisfied,29 August 2017
Good working good product....,29 August 2017
Working as per aspiration.,28 August 2017
Highly risky got electric fusing sounds and the sellers are not even accepting return back a waste of money,28 August 2017
"using it for the last 4 days, good, value for money, till now only con i face is it sounds a lot. may be after 1 month i write proper review.",28 August 2017
perfect its good,28 August 2017
good,28 August 2017
A plastic smell is coming while it is working. And when i placed a 20l water to the top it will stop working and ask for restart... I dnt knw what is the reson.. Overall good... Like it...,28 August 2017
"Nyc product, worth the price, best in this series",27 August 2017
Best product but material using very poor,27 August 2017
"Bad quality of induction,I'm totally Disappointed.",27 August 2017
"Good induction...Last  3months using  as substitute of gas stove but for light use like hot water, tea,  making curry.",27 August 2017
"There is a problem in my productAs i start this,it works on pressure cooker but after sometime i.e. 2 to 3 minutes it automatically stops and i have to restart it.",26 August 2017
Good. Thanks to Amazon. By A BOSE.,26 August 2017
Good,26 August 2017
Worst product...do not buy....stopped working within a week,26 August 2017
Destroy plate,26 August 2017
Very easy to use and of course a very good product.,26 August 2017
"I thought to write this review after using 1 and a half months. Its almost one year is about to over, it's working fine. The product is good and value for money.",25 August 2017
"About 6 month, i used it.. no issue.. awesome",25 August 2017
good,25 August 2017
Super it was awesome quality nd gd nd most suitable for students,24 August 2017
good for bachelor using since last five month no problem till now,24 August 2017
Does not work properly. Zero to no heat. I will recommend buying something else.,24 August 2017
Worst product,24 August 2017
good I think plastic cover is in it .it was not stoped automatically thanks for prestige .,23 August 2017
It's a good product..,23 August 2017
Very nice and convenient.,23 August 2017
Best gift for my mom...,23 August 2017
"Item was very satisfied, good quality",22 August 2017
Quality product on normal prize .,22 August 2017
Very good and simple to use. Quality is good.,22 August 2017
Good,22 August 2017
Its good in use but now facing a problem that it is not supporting induction based untensils all the time which are not of Prestige brand.,21 August 2017
good quality product.,21 August 2017
Good product,20 August 2017
It is too slow to heat up the utensil,20 August 2017
Nice product,20 August 2017
good induction stove at a cheaper price.,19 August 2017
Very nice good working,19 August 2017
It looks great in pictures but in reality it's not so good it's made up of low quality plastic material and buttons are not good to use,18 August 2017
Good and awesome....,18 August 2017
Very good...,18 August 2017
Works just fine.,18 August 2017
Nice,18 August 2017
good,17 August 2017
GOOD QUALITY AT THIS PRICE,17 August 2017
Nice product in this price but amazon's invoice/bill print is very poor.,17 August 2017
good,16 August 2017
Don't have a stamp on my warranty card,16 August 2017
Product is good and upto the mark of brand.,16 August 2017
Good material light weight and useful for bachloer,15 August 2017
Its is nt good product.......,15 August 2017
It's a good product worth for money,15 August 2017
Kaka vaolo a6e neya nau....Awesome product,15 August 2017
It's good for students.Rough n tough in this price.Cheapest n best 1:-),14 August 2017
"must buy  it is cheapest induction in the market with trusted brand ,i am using  since two month and it is  doing its work so effective  withot any problem..",14 August 2017
Amazing😂,14 August 2017
it is and awesome product...and frankly says good price...in shops exact same model cost around 2500...its cheap here..and beyond expectations,14 August 2017
I want to change the product it's one year guarantee so,12 August 2017
Good,12 August 2017
really nice and authentic  product,11 August 2017
Got in good deal.working perfectly ok.,11 August 2017
It consumes high electricity ...,11 August 2017
Very good product,11 August 2017
Really nice n efficient induction.,10 August 2017
Happy with product,10 August 2017
Very lovest price & best product,10 August 2017
plastic body,9 August 2017
"Thanks to Amazon, great deal...good product.",9 August 2017
#EXCELLENT USE#EASY TO HANDLE FOR ANYONE#PORTABLE#GOOD BRAND @ ECONOMY PRICE#SERVICE AVAILABLE,9 August 2017
Working good.....,8 August 2017
Nice product...,8 August 2017
good,7 August 2017
Some induction based pans are not working on it,7 August 2017
very good...,7 August 2017
Liked dis product so much.. nice product when on tour... was able to boil milk n water for my kids easily,7 August 2017
"Very good item,",6 August 2017
Works well....No problems even after long usuage,5 August 2017
worth,5 August 2017
nice,5 August 2017
Must buy this product,5 August 2017
Very nice,5 August 2017
Stopped working in 2 months.,4 August 2017
Good product and surely worth its price. I have not faced any issues yet. It's been more than a couple of month since I bought it.,3 August 2017
Nice,3 August 2017
"i am a beginner in cooking world, so i dont know much, but it gets the job done. absolutely no issues. also satisfied with the delivery process of amazon. you can make everything if you know how to cook",2 August 2017
Worst,1 August 2017
good,1 August 2017
Good quality product...working well in affordable price..,1 August 2017
As An old customer of Amazon.I have always trusted this store.And I have never been let down.Very satisfied with Item.,1 August 2017
Excellent product,31 July 2017
After one manth not working,31 July 2017
bad qulity,31 July 2017
Good. But Button Panel is of very low quality plastic.,31 July 2017
Value for money Low Electricity units its takes.,31 July 2017
Must included product..😊,29 July 2017
Good quality. Loving it,29 July 2017
Very bad quality,29 July 2017
"Product is good but power is less. Go for atleast 1800 watt , it takes long time to curry or gravy.",28 July 2017
after 10 months of services its was not working,28 July 2017
Good,26 July 2017
Not so Good,26 July 2017
Nice,25 July 2017
best product for this price. Working good so far..,25 July 2017
Good,24 July 2017
Great product,23 July 2017
It is working good,23 July 2017
After one week of usage it's not working.Waste product,22 July 2017
Well product..but off funtion not working..,22 July 2017
Nice,22 July 2017
working fine until now,22 July 2017
Good,22 July 2017
Good Product,21 July 2017
Good Product and Fast Delivery Service...,21 July 2017
Very bad,21 July 2017
Nice one productசாதனம் அருமை,20 July 2017
Fine product,20 July 2017
Using since last 6month. Having no problem. Worth it.,20 July 2017
Good product,20 July 2017
Good product,19 July 2017
Very good. As expected.,19 July 2017
excellent product,19 July 2017
"Genuine product, prompting delivery and good price",19 July 2017
The product is good and working fine.,19 July 2017
A great product working fine till now..,18 July 2017
Good quality,18 July 2017
"Actually this product okay but no that much hot because we can cook only idly, dosha and take delay time to cook the food better we can go ahed to purchase next level 4000 watts prestige",18 July 2017
good product,18 July 2017
"Working up to mark. But sometimes it doesn't heat up at all, might be due to voltage fluctuations.",18 July 2017
Returned 3times due to not working.After returning 3times also they had send me not working item itself...,18 July 2017
Very handy and light. This will serve all your needs and do it very efficiently and in a more greener way than burning gas. Enjoy hot meals with AC or fan ON all the time while cooking. No need for the higher wattage alternative. This is all you need from my experience. Enjoy the green alternative.,18 July 2017
Power consumption is high,18 July 2017
Value for Money Product!Sparingly using. Works well!,18 July 2017
It's working nicely good product,18 July 2017
"No issues, works just fine.",18 July 2017
Using it for 10 months .I don't know why people have rated it low . What can you expect at ₹1500 ???Do you expect it to work like making food for 25 people each time ??It is extremely good for light use for households .More than sufficient for bachelors and students . You can fulfill all your cooking needs with this product . Light weight . Better than gas cylinder and stove tantrums.,17 July 2017
Resnable prise &  good working.,17 July 2017
Good,16 July 2017
Very good,16 July 2017
Good,16 July 2017
Decent build.Does what it is meant to do.Operation a little tricky.,16 July 2017
"Good in service , Satisfied Price Range, better performance .",15 July 2017
Good,15 July 2017
third class service third class product,15 July 2017
"I am going to share my experience about induction  Cooktop that how would it helpful for your daily life . sooo friends I bought this induction cooktop of Prestige company and using it since last 1 year and if you also planing for this induction then you should care about this:-(1). This Induction cooktop is very expensive in markets and its cookware or pot is also expensive as well.(2). You can't use all types of pot for cooking, only induction based pot will helpful in cooking.(3). During cooking, a lot of problems  may you face during temperature manage.(4). Definitely cooking will faster but quality of food will remain raw and not up to the level.but durability is good.It is so easy to handle during cooking and any one can handle this even child also.Style and Design is good.I cant talk about Service and support because my induction is working properly and I don't need service and support till date.So I want to suggest that if u are expert in temperature handling  during cooking then please go for it otherwise it is not for you.",14 July 2017
"Itz working good so far. Suitable for boiling water, making tea. Adequate for small families.",14 July 2017
Nice :),14 July 2017
Very nice,14 July 2017
superb,11 July 2017
Worst product ... Panel  damaged after heating...,10 July 2017
"its second hand item , its not fresh item.",10 July 2017
Good performance!!!,9 July 2017
Perfect and nice Packing .. 100% Original,9 July 2017
broken product....what could be more worse than this.....?,9 July 2017
Very good product. working correctly,8 July 2017
excellent product.... Amazon good service,8 July 2017
Very nice project,7 July 2017
Weightless and easy to use,6 July 2017
Its a internally faulted item,5 July 2017
Good,4 July 2017
Not works with steel bottom,3 July 2017
This induction is working perfectly. But I want to suggest to the people planning to buy an induction cooker to purchase cookers more than 1800+ watts. I personally feel that this 1200 watt cooktop is taking more time to boil water than  a 1800+ one.,3 July 2017
very good and useful and in Budget,2 July 2017
The product is good,2 July 2017
Worst material used..,1 July 2017
Nice,30 June 2017
NICE ONE,30 June 2017
Not working from day 02.i made complaint at service centre 02 Times. No engineer visited to resolve or repair or replaced.,30 June 2017
NICE,30 June 2017
Good product,30 June 2017
Best induction in good price,29 June 2017
very good quality product...9/10...Thank you amazon ...,29 June 2017
Please don't buy this product because it was defective.,29 June 2017
"Its a good induction, very sturdy and has given me no trouble for the past one year",29 June 2017
very good for use,28 June 2017
Product appeared to be good but I had received a damaged one..so i had requested for an exchange but instead they had returned the money without my consent...now the product is available at a higher price....nd they are saying we cant do anything....so please buy this with a caution....,28 June 2017
Very Good Producthttps://images-eu.ssl-images-amazon.com/images/I/41qrTLW3d6L._SS300_.jpg,28 June 2017
good,27 June 2017
working goodvalue for money product !!!,27 June 2017
Received defective item,26 June 2017
good product.,26 June 2017
Product is functional but I received it with a faulty power button that was functional at first but has become progressively worse. Warranty card is not signed and stamped so I am unable to claim warranty.,26 June 2017
Has a very good value for money,26 June 2017
"it is amazing product at amazing price, we purchased it for our 10 day trip to Himachal for preparing food for 18 months son, and we never felt we are away from kitchen. its perfect replacement for you cooking gas.",26 June 2017
Nice product at this price range. Got two of it. Prestige always lives upto the mark. Fully satisfied.,25 June 2017
"Good product,delivered on time.Job well Done",25 June 2017
Nice product,25 June 2017
its good,24 June 2017
"Bad rating only just for logistics, as I need to return this product but the pick up person always reaches when I am in office though it is scheduled for 7 to 10 am. 3 timea it ia rescheduled, pathetic experience.",24 June 2017
performance is very very good. but power consumption is high,23 June 2017
I bought it 11april but it is not worked properly.,23 June 2017
Best product at this range,23 June 2017
1.Good quality.2.Good Packaging.3.Pretty easy to use.4.Wattage enough for cooking fast and efficiently.,22 June 2017
Pic 20 1200 i use the prodouct in 5 mont nothing any problem the induction ..,22 June 2017
works well,21 June 2017
Bad,21 June 2017
"If anyone is planning to buy an induction cooktop you must go with prestige PIC 20.0.Best in the range. Takes only 1200 W so power efficient, comes with multiple cooking modes, heats within seconds.Best product to buy.",20 June 2017
This worse product I bought. It started problem after some days and stop working after some months. There is service problem also in Chennai. Service center in very small and far away.,20 June 2017
Great product.,19 June 2017
Good product.simple mechanism,18 June 2017
Poor build quality,18 June 2017
All these products are China made with Indian lable ....had no durability.....I can challenge ...,18 June 2017
Good product,18 June 2017
Very good product,17 June 2017
it makes cooking easy in household....,17 June 2017
Worth for money.... Compare to other inductions its take more time for cooking..,16 June 2017
perfect,16 June 2017
Serves the purpose. Good for bachelors and couples.,16 June 2017
Poor quality defective product received!! Heights of unprofessionalism and low standards from a prestigious company like Amazon to deliver like this!,15 June 2017
Good product :),15 June 2017
Had purchase few more induction earlier but trust me it's the best one with a easy console. And the build quality was is awesome.,14 June 2017
"I use this product over 3 month , no problem, nice and small size, quality is good, rs 1480 is good price,",14 June 2017
Nice products.2600 ka 1320 me .amazing,13 June 2017
Nice Product!!Amazing Package!!Best Buy!!Only on Amazon!!,13 June 2017
Good product ..,13 June 2017
I have bought it on amazon with a lot of faith and within less than 30 days the product's menu panel is not working. The guarantee card which i received is not signed or stamped and the service centre is far away. I will be very happy if Amazon lives upto its image of world's most customer obsessed company helps me in picking it up and getting repaired or replaced.,13 June 2017
Awsome product same as shown....,13 June 2017
This product is good condition,13 June 2017
Pad damage,13 June 2017
good,13 June 2017
Working is well.. nice product thanks to amazon,12 June 2017
This is an awesome product. I bought it in 1495/- however  now the rate is reduced to aprox. 1400/- which now i feel that I got it Rs. 100/- costlier.The product quality is pretty good. material used to build up the body is of good quality which gives a very nice look. It works very well. You can buy it.,12 June 2017
i Hate the product its not working after 1 month. There is no proper service too.please dont buy,12 June 2017
Good,12 June 2017
good,11 June 2017
Good quality. Nice service,11 June 2017
"Bad productGiven As giftStopped Working from first time itselfGetting Tripped As IGBT Failure, Cant Return Also Since It Is In Another City.Real waste of money !!!!",10 June 2017
Very good product,10 June 2017
Maine induction cook top-PIC 20 online purchase kiya h jo 08/06/2017 ko mujhe mila h.Is product ka warranty card kaise fill hoga.,10 June 2017
Stopped working after 2 months,9 June 2017
Good,9 June 2017
It is nice.. I am living in pg. So it's like a rough use for me. And I am happy with this service. At this price this is the best Prestige Induction model.,9 June 2017
Verry good product.,8 June 2017
I have been review this prestige indaction oven. Because . it is wark very slow progress.,7 June 2017
Today I received damaged productVery bad,7 June 2017
Good product at this price,7 June 2017
This induction cooker is simple to use and hots the container quite quickly and cooks efficiantly. It is electric saving than higher wattage induction cookers. It clearly identifies non-induction cookware with E0 error display. The radius of the cooktop heating-area is little small which is a drawback to use medium to big-base utensils.,7 June 2017
"In its first use, the control panel starts malfunctioning.",6 June 2017
Very nice as expected from amazon.,6 June 2017
very nice..i love it..worth the price,5 June 2017
good product in this rang.it is working fine.,5 June 2017
"Yes,it met my expectations.Customers should buy this ,if they are looking for the price under1500.",5 June 2017
It is good for,5 June 2017
Good for 3-4 Members....Good Product...,4 June 2017
Best n fast,4 June 2017
Good product,2 June 2017
The product is absolutely damaged and broken from all parts. I request not to buy any products from Amazon in future. The authorities must look at the products before sending it to the customers.,1 June 2017
Nice one ..,30 May 2017
good,30 May 2017
5 str from my side very nicely packed ND delivered in next day of ordering.. worth RS for this,29 May 2017
Nice one...purchased it a couple of weeks ago.  Delivery time was good.. Product good enough fr 2 people max.,28 May 2017
On/off bottom doesn't work😑 rest is ok,28 May 2017
This is not my first prestige induction cooktop. The first one I got for my parents and they were quite happy with it. And i can clearly say that I have never faced any problem with prestige products.- Easy to use and clean- One year warranty- Good for hostel or rent use Would highly reccomend it. Go for it.,28 May 2017
Good prestige,28 May 2017
Some day it works fine but after 4 months ...when used it's not working properly. The meters blink and power of induction auto cut for second continously.  Don't buy this product,27 May 2017
Does the job..and very good on saving electricity.. Its as if nothing added frm ur previous light bill,27 May 2017
Value for money,26 May 2017
It doesnt works even when i tried each and every thing written in menu book.,26 May 2017
Was a dead piece. Did not operate at all.,25 May 2017
Damaged,25 May 2017
Just got dead in 5 months .No light glow and do not work at all when put in to 230ac power supply,24 May 2017
Very nice product,24 May 2017
Received it 10 minutes ago and its plate was broken...the whole cooktop is broken.,24 May 2017
its gud,22 May 2017
good product and very easy,22 May 2017
It was before time so was really happy,22 May 2017
Good,22 May 2017
"This product performed well for the first 4 weeks, but then it suddenly stopped working. Can the manufacturer please help?",21 May 2017
Not robust like Philips,21 May 2017
Nice,20 May 2017
Very useful,20 May 2017
Nice product and very fast delivery service by Amazon,19 May 2017
So far working good. Simple and elegant design,19 May 2017
Nice and still using after 2 years,19 May 2017
Great product and safely got it within time..and  at great price..the product works very well not any single issue..,19 May 2017
"So far so good. Heats anything as fast as possible. I like papads with my meal, so I fried 4 papads and it took​ me just 1 minute for the​ whole process. This is like Rajnikanth of induction cookers.",19 May 2017
Nice product...No issues.,18 May 2017
"Useful only in emergency but not for daily cooking. It doesn't do what I want it to. Deep frying was a nightmare as the oil was oozing out of the pan and when i tried to make curry, it didn't cook it to perfection. The flavour is lost...when I want to boil a soup, it just evaporates the liquid rather than infusing the flavour. If you can see what I mean. Ya it would be ideal to take on a holiday to keep yourself from starving...but daily cooking? no way!",18 May 2017
value of money,18 May 2017
Damage product.  Not functional.  Bad quality. I suggest don't purchase any product from Amazon. They sale rejected products.,17 May 2017
Working solid till now,17 May 2017
Awesome I used last 2years still in good working,16 May 2017
no complaint,16 May 2017
"This is extremely good and I have been using it for a month now, consumes less electricity. Outer material is sturdy. I was apprehensive when I read negative reviews, still went ahead and bought it. It's a very useful thing for every kitchen. Small and handy.",16 May 2017
bad,16 May 2017
I really love it,16 May 2017
I am happy its fine,16 May 2017
VERY GOOD AND EASY TO USE. WORTH BUYING. ALL FUNCTIONS ARE VERY EASY AND VERY ECONOMICAL WITH REGARD TO CONSUMPTION OF ELECTRICITY.,15 May 2017
Prestige induction cooker is good. But the package was in almost in opened condition. The delivery person just kept the package and left without getting signature as advised by you. Fortunately the item is working.,14 May 2017
The product i got was not working. It was a bad piece. Amazon must ensure that products delivered should work.,11 May 2017
So Happy to use this induction Stove. Works better and makes cooking easier. Easy Customized buttons to set for various types of cooking,8 May 2017
I have induction pots of 14 cm to 18 cm which is Not comfortable And  heating is very slow. Error showing not suitable,8 May 2017
It's is not working  well ..it is I think a defective product . helpline number are also responding.n red help,7 May 2017
"It is ideal for a family of two and is very muich ok for 1.4 k.It is not as sturdy as the Bajaj brand I used for last five years. Although claimed to be feather touch, the buttons are not that soft to operate.  The presets are there but the most frequent requirement of mine is to boil water, either for drinking or for making tea. There is no suitable preset for this. Of course, you can use pressure cook mode which is the default one and decrease temp and set time. Time setting can be done up to one minute, which is good. The length of the power cord is slightly longer than one mtr. Wish it were longer.The packing wasn't very safe.Although the factory cover was opened (itself a turn-off, as far as choosing a dealer is concerned, the warranty card has no dealer stamp or date stamp.",7 May 2017
"faulty product - buttons are hell irritating to use and doesnt even last for a month duration even after having it replaced, so its 2 models which didnt work even for 30 days properly. now there is nothing more I would want to do other than throw away this piece of trash.",7 May 2017
"Good Product,",4 May 2017
Using it from 1 month performace is good.,4 May 2017
Nice product,4 May 2017
Don't buy,4 May 2017
I have purchased this product last year 21st October 2016 but after 7 month it's hot plate broken during the cookingNow I want the replacement of this product because at present the product is under warranty,3 May 2017
Simply superb easy to useThanks Amazon for fast and finished delivery.,3 May 2017
"It's really an Excellent products,it also fulfill my needs as well as my wants thanks to Amazon to meet me this.",2 May 2017
authentic and good,2 May 2017
"It's okay to buy this under Rs. 1500/. ON/OFF button could have been bigger. It has a lot of cooking options, but we can't adjust temperature in all of them, especially boiling milk option has set temperature, we can only set timer. Overall, I just find it okay to use.",2 May 2017
Bahut khob,1 May 2017
just excellent.........,30 April 2017
Overall good product.,30 April 2017
This very gud  Product...And gud working...,30 April 2017
"Its not look like original prestige product. I think wait for some more days, after that only i can conclude  this product quality and worth.",29 April 2017
Super quality,29 April 2017
It is good. And more cheaper than market.,28 April 2017
It makes irritable sound,27 April 2017
"Unexpected result.It is not working good.Want to return or change, because it is not working",26 April 2017
"Reached 3 days after ordering, good product, easy to use, every function is specialised​, must buy",26 April 2017
Best prise,25 April 2017
"After using the product for few months, the feedback is its a very good product.Working fine for all these days though normal usage only.",25 April 2017
nce one,25 April 2017
Cool one.,25 April 2017
Worst damage product,24 April 2017
"Very bad quality of induction , use only seven days not & oven stop working , called many times to cuatomer care but no response",24 April 2017
Good product but purchasing date are not mentioned in warrenty card I think this is problem for returns the product,24 April 2017
Good,24 April 2017
One of the Best Buy I would say. Performance is beyond expectation.,22 April 2017
Good product,22 April 2017
Super super,22 April 2017
Good product at reasonable price. Easy to handle.,22 April 2017
Very good product,22 April 2017
Most worst product,21 April 2017
Worst brand ever...,21 April 2017
"I bought many things from amazon shirt,mobile etc but i gave a bad experience now of my third order on amazon.The all functions of my prestige induction oven are not work at all.many switch functions are not work .It is can't heat.I want to return it.So pls sujjest me about the returning process of the product.",20 April 2017
best,19 April 2017
Good,19 April 2017
Awesome,19 April 2017
Nice,19 April 2017
